wallet_id,member_id,country,onboarding_method,marketing_channel,status,created_at
w_001456,mem_001456,AT,card,search,churned,2025-06-17 00:04:26
w_001457,mem_001457,CH,sdd,search,active,2025-11-08 04:57:08
w_001458,mem_001458,DE,sdd,search,active,2025-06-06 13:20:29
w_001459,mem_001459,AT,card,partner,active,2025-07-15 20:00:58
w_001460,mem_001460,AT,sdd,paid_social,churned,2025-11-22 04:33:16
w_001461,mem_001461,DE,sdd,,active,2025-09-02 05:43:05
w_001462,mem_001462,AT,sdd,referral,active,2025-08-11 01:30:17
w_001463,mem_001463,AT,sdd,search,active,2025-05-20 01:55:58
w_001464,mem_001464,DE,card,organic,active,2025-10-10 01:43:27
w_001465,mem_001465,DE,sdd,paid_social,active,2025-02-25 20:01:44
w_001466,mem_001466,AT,sdd,organic,active,2025-08-20 10:08:19
w_001467,mem_001467,AT,sdd,organic,active,2025-11-25 00:27:45
w_001468,mem_001468,AT,sdd,partner,active,2025-01-29 13:46:39
w_001469,mem_001469,AT,sdd,organic,active,2025-09-04 01:07:50
w_001470,mem_001470,AT,sdd,paid_social,active,2025-08-09 07:33:42
w_001471,mem_001471,DE,sdd,organic,active,2025-08-27 10:56:28
w_001472,,DE,sdd,search,active,2025-08-24 09:21:42
w_001473,mem_001473,AT,sdd,referral,active,2025-02-14 13:54:21
w_001474,mem_001474,SI,sdd,paid_social,active,2025-02-19 03:48:48
w_001475,mem_001475,DE,card,partner,active,2025-04-25 07:16:09
w_001476,mem_001476,CH,sdd,paid_social,active,2025-04-08 03:02:13
w_001477,mem_001477,AT,sdd,search,active,2025-08-15 15:59:45
w_001478,mem_001478,DE,card,referral,active,2025-06-18 08:14:55
w_001479,mem_001479,AT,card,search,active,2025-08-24 20:24:20
w_001480,mem_001480,DE,card,organic,active,2025-06-24 12:44:35
w_001481,mem_001481,DE,sdd,organic,churned,2025-11-18 01:16:33
w_001482,mem_001482,AT,sdd,referral,active,2025-11-11 04:48:13
w_001483,mem_001483,AT,card,referral,active,2025-05-25 10:57:30
w_001484,mem_001484,CH,card,paid_social,active,2025-03-25 00:30:12
w_001485,mem_001485,DE,card,partner,active,2025-08-22 17:12:01
w_001486,mem_001486,CH,sdd,search,active,2025-11-10 13:45:37
w_001487,mem_001487,AT,sdd,organic,active,2025-05-04 09:57:17
w_001488,mem_001488,AT,sdd,paid_social,active,2025-04-17 13:44:14
w_001489,,IT,card,organic,active,2025-08-12 20:33:58
w_001490,mem_001490,DE,card,partner,active,2025-06-29 08:01:32
w_001491,mem_001491,DE,card,paid_social,active,2025-01-16 04:37:37
w_001492,mem_001492,DE,card,organic,active,2025-04-27 21:30:26
w_001493,,SI,sdd,referral,active,2025-08-26 19:14:31
w_001494,mem_001494,DE,sdd,organic,active,2025-12-20 14:12:44
w_001495,mem_001495,IT,card,organic,churned,2025-01-05 00:53:52
w_001496,mem_001496,AT,card,,churned,2025-02-04 04:22:31
w_001497,mem_001497,IT,sdd,partner,active,2025-09-25 06:52:24
w_001498,mem_001498,IT,sdd,referral,active,2025-01-30 03:26:37
w_001499,mem_001499,AT,card,search,active,2025-12-26 04:18:18
w_001500,mem_001500,DE,card,paid_social,blocked,2025-12-11 18:52:51
w_001501,mem_001501,SI,sdd,search,active,2025-04-04 09:50:27
w_001502,mem_001502,DE,sdd,search,active,2025-03-29 16:53:34
w_001503,mem_001503,AT,sdd,,active,2025-04-05 03:06:37
w_001504,mem_001504,DE,sdd,paid_social,active,2025-01-24 09:43:42
w_001505,mem_001505,DE,card,search,active,2025-05-13 05:13:31
w_001506,mem_001506,IT,sdd,organic,active,2025-05-02 02:25:25
w_001507,mem_001507,IT,sdd,search,churned,2025-12-23 00:14:15
w_001508,,DE,card,paid_social,active,2025-03-14 23:51:12
w_001509,mem_001509,DE,sdd,partner,blocked,2025-02-09 15:18:31
w_001510,mem_001510,DE,sdd,organic,active,2025-03-14 15:14:37
w_001511,mem_001511,AT,sdd,paid_social,active,2025-08-02 17:12:27
w_001512,mem_001512,AT,sdd,partner,active,2025-01-21 15:27:35
w_001513,mem_001513,DE,sdd,paid_social,active,2025-03-17 07:34:25
w_001514,mem_001514,AT,sdd,organic,active,2025-06-18 09:07:18
w_001515,,AT,sdd,organic,active,2025-12-14 14:32:58
w_001516,mem_001516,AT,sdd,search,active,2025-08-29 20:52:34
w_001517,mem_001517,IT,sdd,organic,active,2025-09-26 14:57:36
w_001518,mem_001518,AT,card,referral,active,2025-08-20 14:02:37
w_001519,mem_001519,AT,sdd,organic,churned,2025-10-15 00:49:30
w_001520,mem_001520,SI,card,paid_social,active,2025-03-14 18:10:35
w_001521,mem_001521,AT,card,search,active,2025-01-09 02:07:13
w_001522,mem_001522,AT,card,paid_social,active,2025-08-19 16:31:45
w_001523,mem_001523,SI,card,paid_social,active,2025-01-18 13:04:32
w_001524,mem_001524,AT,card,organic,active,2025-03-06 23:23:35
w_001525,mem_001525,AT,sdd,paid_social,churned,2025-07-10 13:17:59
w_001526,mem_001526,AT,sdd,referral,active,2025-01-06 06:23:53
w_001527,mem_001527,AT,card,search,active,2025-12-02 23:34:29
w_001528,mem_001528,AT,card,paid_social,active,2025-01-09 01:11:32
w_001529,mem_001529,SI,sdd,search,active,2025-01-13 00:03:08
w_001530,mem_001530,AT,sdd,referral,active,2025-03-17 06:44:21
w_001531,mem_001531,SI,sdd,organic,active,2025-07-31 14:59:20
w_001532,mem_001532,DE,card,organic,active,2025-09-21 17:21:26
w_001533,,AT,card,paid_social,active,2025-03-16 00:15:57
w_001534,mem_001534,AT,sdd,organic,active,2025-06-26 17:09:55
w_001535,mem_001535,DE,sdd,paid_social,active,2025-09-24 05:34:19
w_001536,mem_001536,IT,sdd,organic,active,2025-03-05 03:36:19
w_001537,mem_001537,DE,sdd,paid_social,active,2025-04-20 21:54:44
w_001538,,AT,sdd,search,active,2025-11-20 22:28:09
w_001539,mem_001539,SI,card,organic,active,2025-09-16 09:17:15
w_001540,mem_001540,AT,sdd,paid_social,active,2025-10-12 16:33:01
w_001541,mem_001541,AT,sdd,partner,active,2025-05-18 17:24:43
w_001542,mem_001542,AT,card,referral,active,2025-12-13 19:40:36
w_001543,mem_001543,DE,sdd,paid_social,active,2025-05-06 05:43:49
w_001544,mem_001544,DE,card,paid_social,active,2025-03-19 11:41:26
w_001545,mem_001545,AT,sdd,referral,active,2025-05-27 00:15:23
w_001546,mem_001546,DE,sdd,paid_social,active,2025-07-15 15:53:51
w_001547,mem_001547,AT,card,organic,churned,2025-06-09 07:53:15
w_001548,mem_001548,AT,sdd,organic,active,2025-02-24 14:21:09
w_001549,mem_001549,AT,card,organic,blocked,2025-07-30 23:38:21
w_001550,,IT,sdd,organic,active,2025-09-18 05:35:28
w_001551,mem_001551,AT,card,search,churned,2025-01-22 05:46:24
w_001552,mem_001552,AT,card,referral,active,2025-08-08 14:18:52
w_001553,mem_001553,DE,card,,active,2025-10-15 03:21:59
w_001554,mem_001554,IT,sdd,organic,active,2025-02-22 23:21:56
w_001555,mem_001555,AT,sdd,organic,active,2025-01-03 12:07:32
w_001556,mem_001556,AT,sdd,search,active,2025-12-08 17:15:13
w_001557,mem_001557,AT,sdd,organic,churned,2025-06-22 08:39:49
w_001558,mem_001558,IT,card,search,active,2025-04-02 05:41:10
w_001559,mem_001559,AT,sdd,search,active,2025-08-28 16:20:03
w_001560,mem_001560,DE,sdd,organic,active,2025-04-04 11:19:04
w_001561,mem_001561,AT,sdd,paid_social,active,2025-09-17 05:52:55
w_001562,mem_001562,DE,sdd,paid_social,active,2025-11-07 15:11:26
w_001563,mem_001563,AT,card,referral,active,2025-08-08 02:48:35
w_001564,,SI,sdd,search,churned,2025-06-22 14:50:53
w_001565,,DE,card,organic,active,2025-04-18 12:55:57
w_001566,mem_001566,AT,card,paid_social,active,2025-12-17 12:22:50
w_001567,mem_001567,IT,sdd,search,active,2025-10-07 07:30:53
w_001568,mem_001568,CH,card,paid_social,active,2025-09-13 17:08:32
w_001569,mem_001569,DE,sdd,referral,active,2025-07-03 05:03:00
w_001570,mem_001570,SI,sdd,referral,active,2025-04-11 16:09:41
w_001571,,DE,sdd,referral,active,2025-06-06 19:26:42
w_001572,mem_001572,DE,card,search,active,2025-07-13 23:03:40
w_001573,mem_001573,CH,card,paid_social,active,2025-10-12 12:45:55
w_001574,mem_001574,AT,sdd,search,active,2025-06-13 03:12:25
w_001575,mem_001575,IT,card,organic,active,2025-06-21 11:20:36
w_001576,mem_001576,DE,card,organic,active,2025-09-29 08:35:44
w_001577,mem_001577,AT,sdd,search,active,2025-07-10 17:24:42
w_001578,mem_001578,AT,card,organic,active,2025-11-11 01:22:16
w_001579,mem_001579,AT,sdd,paid_social,blocked,2025-01-13 21:48:42
w_001580,mem_001580,SI,card,paid_social,active,2025-01-28 22:45:48
w_001581,mem_001581,DE,sdd,referral,active,2025-03-15 20:12:15
w_001582,mem_001582,DE,card,search,active,2025-08-05 23:26:10
w_001583,,AT,sdd,organic,active,2025-08-10 00:53:06
w_001584,mem_001584,IT,sdd,search,active,2025-08-22 14:17:21
w_001585,mem_001585,IT,card,organic,active,2025-06-01 15:02:16
w_001586,mem_001586,DE,sdd,referral,active,2025-08-12 10:42:19
w_001587,mem_001587,DE,card,organic,active,2025-08-01 00:32:40
w_001588,,AT,card,organic,active,2025-01-12 15:24:55
w_001589,mem_001589,CH,card,search,active,2025-03-21 07:35:32
w_001590,mem_001590,DE,card,search,active,2025-04-02 12:06:41
w_001591,,CH,card,referral,churned,2025-11-10 14:19:44
w_001592,mem_001592,AT,card,organic,active,2025-02-01 07:11:08
w_001593,mem_001593,DE,sdd,search,active,2025-07-12 20:37:00
w_001594,,DE,card,paid_social,active,2025-03-30 10:49:54
w_001595,mem_001595,AT,sdd,paid_social,active,2025-12-01 02:31:32
w_001596,mem_001596,DE,sdd,paid_social,active,2025-05-27 12:01:04
w_001597,mem_001597,AT,sdd,partner,churned,2025-12-15 10:00:48
w_001598,mem_001598,AT,card,partner,active,2025-04-03 11:54:26
w_001599,mem_001599,IT,card,organic,active,2025-11-05 00:58:52
w_001600,,AT,sdd,paid_social,active,2025-01-23 02:11:38
w_001601,mem_001601,AT,sdd,referral,churned,2025-09-12 10:59:24
w_001602,,DE,sdd,search,active,2025-09-12 23:51:54
w_001603,mem_001603,DE,sdd,paid_social,active,2025-05-19 15:05:33
w_001604,mem_001604,DE,sdd,referral,active,2025-08-03 03:28:29
w_001605,mem_001605,DE,card,paid_social,active,2025-07-15 12:27:04
w_001606,mem_001606,SI,sdd,search,active,2025-01-31 11:10:13
w_001607,mem_001607,IT,sdd,organic,active,2025-03-23 20:30:55
w_001608,mem_001608,AT,sdd,organic,active,2025-06-20 23:40:58
w_001609,mem_001609,SI,sdd,search,active,2025-04-18 22:50:35
w_001610,mem_001610,AT,sdd,organic,blocked,2025-05-30 02:32:43
w_001611,mem_001611,DE,sdd,search,active,2025-03-13 14:58:56
w_001612,mem_001612,AT,card,organic,active,2025-01-11 02:15:50
w_001613,mem_001613,AT,card,paid_social,active,2025-10-20 13:26:09
w_001614,mem_001614,DE,card,paid_social,churned,2025-06-16 01:02:50
w_001615,mem_001615,SI,sdd,paid_social,active,2025-10-08 02:58:31
w_001616,mem_001616,AT,sdd,search,active,2025-10-07 07:37:05
w_001617,mem_001617,AT,card,organic,churned,2025-12-26 02:27:59
w_001618,mem_001618,DE,sdd,organic,active,2025-04-08 01:32:26
w_001619,mem_001619,IT,card,organic,active,2025-04-15 08:54:24
w_001620,mem_001620,IT,sdd,organic,active,2025-08-09 18:15:17
w_001621,mem_001621,DE,card,organic,churned,2025-01-04 10:40:51
w_001622,mem_001622,CH,card,partner,active,2025-01-23 18:03:00
w_001623,mem_001623,AT,card,organic,active,2025-06-21 01:11:37
w_001624,mem_001624,DE,sdd,referral,blocked,2025-09-02 19:10:39
w_001625,mem_001625,DE,sdd,referral,blocked,2025-03-13 13:23:08
w_001626,mem_001626,SI,sdd,search,churned,2025-01-24 14:49:01
w_001627,mem_001627,DE,sdd,organic,active,2025-11-26 21:03:00
w_001628,mem_001628,AT,card,search,active,2025-06-22 08:38:02
w_001629,mem_001629,IT,sdd,organic,active,2025-09-22 11:31:53
w_001630,mem_001630,CH,sdd,partner,churned,2025-11-03 02:13:30
w_001631,mem_001631,AT,card,partner,active,2025-04-25 04:51:58
w_001632,mem_001632,AT,card,search,active,2025-01-10 22:00:22
w_001633,mem_001633,AT,card,organic,active,2025-11-01 06:26:35
w_001634,mem_001634,DE,card,partner,active,2025-10-10 01:13:53
w_001635,mem_001635,DE,card,paid_social,churned,2025-03-29 05:14:48
w_001636,mem_001636,AT,sdd,paid_social,active,2025-02-17 02:03:38
w_001637,mem_001637,DE,card,organic,active,2025-06-21 06:34:48
w_001638,mem_001638,DE,card,organic,active,2025-11-07 07:16:30
w_001639,mem_001639,DE,sdd,paid_social,churned,2025-04-04 14:42:57
w_001640,mem_001640,DE,sdd,paid_social,active,2025-01-30 16:30:27
w_001641,mem_001641,CH,sdd,partner,churned,2025-08-10 02:39:15
w_001642,mem_001642,AT,sdd,organic,active,2025-09-19 19:06:54
w_001643,mem_001643,AT,sdd,partner,active,2025-02-01 15:41:26
w_001644,mem_001644,AT,sdd,organic,blocked,2025-03-18 22:27:54
w_001645,mem_001645,AT,card,search,active,2025-08-04 09:02:55
w_001646,mem_001646,AT,card,partner,churned,2025-01-10 07:03:26
w_001647,mem_001647,DE,sdd,organic,active,2025-12-18 04:19:03
w_001648,mem_001648,DE,card,,blocked,2025-05-11 19:16:50
w_001649,,CH,card,referral,churned,2025-01-18 13:38:45
w_001650,mem_001650,DE,sdd,organic,active,2025-10-15 15:48:03
w_001651,mem_001651,DE,sdd,organic,active,2025-10-25 11:13:28
w_001652,mem_001652,AT,sdd,paid_social,active,2025-08-19 07:36:38
w_001653,mem_001653,AT,sdd,organic,active,2025-08-17 09:18:39
w_001654,mem_001654,IT,sdd,organic,active,2025-07-21 01:06:19
w_001655,mem_001655,AT,card,partner,churned,2025-05-04 17:21:53
w_001656,mem_001656,DE,card,organic,active,2025-10-11 21:16:22
w_001657,mem_001657,DE,sdd,organic,active,2025-04-21 14:26:38
w_001658,mem_001658,AT,sdd,organic,active,2025-12-23 09:31:09
w_001659,mem_001659,DE,sdd,partner,active,2025-02-07 06:33:40
w_001660,mem_001660,AT,card,organic,active,2025-12-12 21:24:28
w_001661,mem_001661,DE,sdd,organic,churned,2025-03-20 21:24:38
w_001662,mem_001662,DE,card,paid_social,active,2025-06-26 06:10:58
w_001663,mem_001663,AT,sdd,referral,active,2025-06-17 21:00:38
w_001664,mem_001664,AT,sdd,organic,active,2025-05-18 08:55:12
w_001665,mem_001665,DE,card,referral,active,2025-05-11 05:34:08
w_001666,mem_001666,AT,card,paid_social,active,2025-05-03 06:14:28
w_001667,mem_001667,IT,sdd,referral,active,2025-03-15 22:38:39
w_001668,mem_001668,IT,sdd,organic,active,2025-01-04 02:17:28
w_001669,mem_001669,DE,sdd,organic,active,2025-07-02 13:47:35
w_001670,mem_001670,DE,sdd,paid_social,active,2025-12-07 03:38:37
w_001671,mem_001671,AT,sdd,organic,active,2025-07-10 13:34:22
w_001672,mem_001672,AT,sdd,partner,active,2025-05-28 16:33:42
w_001673,mem_001673,AT,sdd,search,active,2025-12-07 22:31:28
w_001674,mem_001674,AT,sdd,,active,2025-06-02 07:39:45
w_001675,mem_001675,SI,sdd,referral,active,2025-12-15 06:57:11
w_001676,mem_001676,DE,sdd,paid_social,churned,2025-02-14 23:30:46
w_001677,mem_001677,IT,sdd,paid_social,active,2025-02-19 17:35:08
w_001678,,AT,card,paid_social,active,2025-04-02 05:03:15
w_001679,mem_001679,AT,sdd,paid_social,active,2025-08-07 08:37:04
w_001680,mem_001680,DE,sdd,referral,active,2025-06-04 19:57:44
w_001681,mem_001681,DE,sdd,organic,active,2025-01-18 17:17:19
w_001682,mem_001682,DE,sdd,paid_social,churned,2025-08-31 20:05:33
w_001683,,IT,sdd,paid_social,active,2025-10-08 11:39:34
w_001684,mem_001684,DE,sdd,organic,active,2025-10-25 11:45:29
w_001685,mem_001685,DE,sdd,organic,active,2025-03-02 23:16:47
w_001686,mem_001686,DE,card,organic,active,2025-05-26 04:48:49
w_001687,mem_001687,DE,card,organic,active,2025-01-08 18:40:40
w_001688,mem_001688,DE,sdd,organic,active,2025-04-20 22:35:14
w_001689,mem_001689,DE,card,search,active,2025-02-18 00:26:04
w_001690,mem_001690,DE,card,paid_social,active,2025-12-01 18:16:13
w_001691,mem_001691,CH,sdd,referral,active,2025-01-06 17:24:12
w_001692,mem_001692,AT,sdd,paid_social,active,2025-06-01 21:32:20
w_001693,mem_001693,AT,card,paid_social,active,2025-01-10 02:24:05
w_001694,mem_001694,SI,card,paid_social,active,2025-05-27 05:59:12
w_001695,mem_001695,AT,card,search,active,2025-12-19 12:03:28
w_001696,mem_001696,DE,card,organic,active,2025-05-25 18:10:00
w_001697,mem_001697,DE,card,organic,active,2025-10-27 12:09:32
w_001698,mem_001698,DE,sdd,partner,active,2025-11-11 10:46:18
w_001699,mem_001699,DE,sdd,search,active,2025-08-19 10:58:39
w_001700,mem_001700,DE,sdd,search,active,2025-08-09 01:27:36
w_001701,mem_001701,DE,sdd,organic,active,2025-11-21 00:27:28
w_001702,mem_001702,DE,sdd,partner,active,2025-09-26 02:58:10
w_001703,mem_001703,DE,card,,active,2025-04-02 13:14:59
w_001704,mem_001704,AT,sdd,organic,active,2025-02-01 15:01:21
w_001705,mem_001705,DE,card,organic,active,2025-07-21 22:10:58
w_001706,mem_001706,DE,sdd,search,active,2025-06-14 17:39:53
w_001707,mem_001707,DE,sdd,partner,active,2025-06-12 09:24:56
w_001708,mem_001708,CH,card,organic,active,2025-09-20 19:08:39
w_001709,mem_001709,DE,card,paid_social,active,2025-04-23 16:49:48
w_001710,mem_001710,AT,card,,active,2025-04-08 13:43:14
w_001711,mem_001711,DE,sdd,organic,active,2025-02-22 13:27:11
w_001712,,AT,sdd,referral,churned,2025-07-02 17:19:00
w_001713,mem_001713,DE,card,organic,active,2025-07-28 20:01:14
w_001714,mem_001714,DE,card,organic,active,2025-09-05 03:09:05
w_001715,mem_001715,DE,sdd,search,active,2025-11-15 17:59:08
w_001716,mem_001716,AT,card,organic,active,2025-04-09 22:26:10
w_001717,mem_001717,AT,card,referral,active,2025-03-26 01:22:50
w_001718,mem_001718,IT,card,,active,2025-10-25 12:08:38
w_001719,mem_001719,DE,sdd,search,active,2025-10-14 07:48:45
w_001720,mem_001720,AT,sdd,search,active,2025-03-26 01:23:57
w_001721,,AT,card,paid_social,churned,2025-05-06 13:43:38
w_001722,mem_001722,AT,card,paid_social,active,2025-07-03 04:27:39
w_001723,mem_001723,IT,sdd,organic,active,2025-05-30 17:23:55
w_001724,mem_001724,CH,card,referral,churned,2025-08-24 02:33:35
w_001725,mem_001725,DE,sdd,organic,active,2025-11-23 04:12:45
w_001726,mem_001726,AT,sdd,paid_social,active,2025-12-16 10:23:27
w_001727,mem_001727,DE,card,partner,active,2025-09-18 05:13:01
w_001728,mem_001728,DE,sdd,paid_social,active,2025-03-16 04:06:00
w_001729,mem_001729,AT,card,partner,active,2025-07-24 06:41:58
w_001730,mem_001730,AT,sdd,paid_social,active,2025-07-15 06:22:25
w_001731,mem_001731,AT,sdd,paid_social,active,2025-01-18 01:20:22
w_001732,mem_001732,SI,card,paid_social,churned,2025-01-12 19:35:43
w_001733,mem_001733,DE,sdd,paid_social,active,2025-07-03 20:51:32
w_001734,mem_001734,DE,card,organic,active,2025-08-27 00:49:58
w_001735,mem_001735,DE,card,organic,active,2025-06-12 22:41:59
w_001736,mem_001736,AT,card,organic,churned,2025-11-30 04:07:01
w_001737,mem_001737,CH,sdd,,blocked,2025-11-22 03:57:17
w_001738,mem_001738,CH,sdd,search,active,2025-10-08 10:47:27
w_001739,,DE,sdd,organic,active,2025-09-18 01:30:29
w_001740,mem_001740,AT,sdd,organic,active,2025-03-09 00:36:39
w_001741,mem_001741,AT,card,organic,churned,2025-10-18 00:56:43
w_001742,mem_001742,DE,sdd,organic,active,2025-07-01 01:47:10
w_001743,mem_001743,AT,card,organic,active,2025-02-05 04:05:47
w_001744,mem_001744,AT,sdd,search,active,2025-03-07 18:19:27
w_001745,mem_001745,CH,card,search,active,2025-04-06 19:42:36
w_001746,mem_001746,DE,sdd,organic,active,2025-10-14 15:41:17
w_001747,mem_001747,AT,sdd,,active,2025-05-03 13:03:18
w_001748,mem_001748,DE,card,paid_social,active,2025-04-11 17:21:19
w_001749,mem_001749,DE,sdd,partner,active,2025-09-07 06:15:03
w_001750,mem_001750,AT,card,paid_social,active,2025-08-16 06:40:24
w_001751,mem_001751,AT,card,paid_social,active,2025-11-11 22:12:48
w_001752,mem_001752,DE,sdd,paid_social,active,2025-10-16 14:29:24
w_001753,mem_001753,DE,sdd,paid_social,active,2025-01-13 05:07:01
w_001754,mem_001754,DE,sdd,referral,active,2025-05-06 10:29:38
w_001755,mem_001755,AT,sdd,organic,churned,2025-09-02 11:06:18
w_001756,mem_001756,AT,sdd,organic,churned,2025-12-17 16:22:56
w_001757,mem_001757,DE,card,search,active,2025-01-09 10:43:27
w_001758,mem_001758,AT,sdd,referral,active,2025-07-03 22:00:41
w_001759,,AT,card,partner,churned,2025-04-27 13:49:04
w_001760,mem_001760,SI,sdd,organic,active,2025-02-11 21:17:03
w_001761,mem_001761,DE,card,paid_social,active,2025-07-18 22:05:26
w_001762,mem_001762,AT,card,,active,2025-08-09 14:02:03
w_001763,mem_001763,AT,sdd,paid_social,active,2025-05-01 02:38:17
w_001764,mem_001764,AT,sdd,organic,blocked,2025-09-13 18:40:37
w_001765,mem_001765,AT,card,search,active,2025-03-20 23:05:53
w_001766,mem_001766,DE,card,referral,active,2025-01-02 22:05:19
w_001767,mem_001767,DE,sdd,partner,active,2025-12-21 12:13:14
w_001768,mem_001768,AT,card,partner,active,2025-05-31 12:27:02
w_001769,mem_001769,DE,sdd,paid_social,blocked,2025-11-15 09:00:23
w_001770,mem_001770,AT,card,search,active,2025-09-18 03:42:11
w_001771,mem_001771,AT,card,paid_social,active,2025-05-24 08:33:53
w_001772,mem_001772,AT,sdd,paid_social,active,2025-01-31 00:12:18
w_001773,mem_001773,AT,sdd,referral,active,2025-05-12 21:10:37
w_001774,,DE,sdd,referral,churned,2025-07-06 16:00:06
w_001775,mem_001775,AT,card,referral,active,2025-11-20 23:36:37
w_001776,mem_001776,AT,card,paid_social,active,2025-06-07 01:58:00
w_001777,,DE,sdd,organic,active,2025-06-26 14:02:14
w_001778,mem_001778,DE,card,paid_social,active,2025-06-15 01:06:42
w_001779,mem_001779,IT,card,organic,active,2025-05-25 18:59:01
w_001780,mem_001780,AT,card,organic,active,2025-03-11 10:54:19
w_001781,mem_001781,AT,sdd,referral,active,2025-05-11 22:08:45
w_001782,mem_001782,AT,sdd,paid_social,active,2025-12-05 17:32:29
w_001783,,AT,sdd,referral,active,2025-05-23 13:39:30
w_001784,mem_001784,AT,sdd,organic,active,2025-10-25 19:24:30
w_001785,mem_001785,AT,card,paid_social,active,2025-05-07 01:47:40
w_001786,mem_001786,AT,card,referral,active,2025-06-03 20:59:14
w_001787,mem_001787,DE,card,partner,active,2025-06-17 10:08:53
w_001788,mem_001788,DE,sdd,organic,active,2025-12-17 21:58:49
w_001789,,DE,card,organic,active,2025-05-25 18:42:15
w_001790,mem_001790,CH,card,paid_social,active,2025-07-19 02:04:44
w_001791,mem_001791,DE,card,organic,active,2025-01-09 16:37:44
w_001792,mem_001792,AT,sdd,organic,active,2025-12-21 07:41:13
w_001793,mem_001793,DE,sdd,paid_social,active,2025-07-19 15:11:45
w_001794,mem_001794,DE,card,organic,active,2025-03-25 13:53:44
w_001795,,AT,sdd,organic,active,2025-09-18 18:16:15
w_001796,,AT,sdd,referral,active,2025-03-22 10:39:02
w_001797,mem_001797,AT,sdd,organic,active,2025-09-04 13:17:34
w_001798,mem_001798,DE,sdd,referral,active,2025-04-22 18:46:56
w_001799,mem_001799,AT,sdd,paid_social,churned,2025-07-30 06:45:13
w_001800,mem_001800,DE,sdd,organic,active,2025-06-22 13:57:01
w_001801,mem_001801,IT,card,referral,active,2025-06-01 11:38:03
w_001802,mem_001802,DE,sdd,organic,active,2025-08-06 23:56:06
w_001803,mem_001803,AT,card,organic,active,2025-10-19 14:29:57
w_001804,mem_001804,DE,card,organic,active,2025-05-17 13:23:43
w_001805,mem_001805,CH,sdd,referral,active,2025-10-16 23:04:02
w_001806,mem_001806,AT,sdd,organic,active,2025-11-26 23:28:53
w_001807,mem_001807,DE,sdd,paid_social,active,2025-12-02 21:23:23
w_001808,mem_001808,AT,card,referral,churned,2025-10-19 18:26:44
w_001809,mem_001809,DE,sdd,paid_social,churned,2025-09-15 23:06:53
w_001810,mem_001810,DE,sdd,partner,active,2025-06-02 07:19:14
w_001811,mem_001811,AT,sdd,organic,active,2025-03-02 23:02:45
w_001812,mem_001812,AT,card,paid_social,active,2025-06-30 04:59:37
w_001813,mem_001813,DE,sdd,referral,active,2025-06-12 10:33:18
w_001814,mem_001814,CH,sdd,organic,active,2025-02-01 06:22:06
w_001815,mem_001815,SI,sdd,referral,active,2025-08-10 02:19:04
w_001816,mem_001816,IT,card,organic,active,2025-11-03 18:12:50
w_001817,mem_001817,DE,card,organic,active,2025-05-24 07:55:43
w_001818,mem_001818,AT,sdd,organic,blocked,2025-02-21 12:23:17
w_001819,mem_001819,AT,sdd,referral,active,2025-08-23 06:41:17
w_001820,mem_001820,CH,sdd,paid_social,active,2025-11-09 02:54:19
w_001821,,DE,card,,active,2025-01-28 02:58:37
w_001822,mem_001822,SI,card,paid_social,active,2025-12-01 19:59:50
w_001823,mem_001823,DE,sdd,paid_social,active,2025-10-05 23:41:29
w_001824,,IT,card,organic,active,2025-10-09 23:06:23
w_001825,mem_001825,DE,sdd,organic,active,2025-06-05 02:57:07
w_001826,mem_001826,DE,card,search,active,2025-02-26 16:40:01
w_001827,mem_001827,CH,card,organic,active,2025-05-23 07:41:48
w_001828,mem_001828,DE,card,search,active,2025-02-07 17:16:37
w_001829,mem_001829,DE,card,referral,active,2025-10-21 23:34:13
w_001830,mem_001830,AT,sdd,organic,active,2025-08-09 16:17:54
w_001831,mem_001831,AT,card,organic,active,2025-12-08 19:47:04
w_001832,mem_001832,DE,sdd,search,active,2025-09-04 04:19:32
w_001833,mem_001833,AT,card,organic,active,2025-02-19 22:12:05
w_001834,mem_001834,AT,sdd,paid_social,active,2025-03-24 04:49:59
w_001835,mem_001835,DE,sdd,paid_social,active,2025-12-04 23:09:19
w_001836,mem_001836,DE,sdd,partner,active,2025-03-02 12:52:39
w_001837,mem_001837,AT,card,organic,active,2025-09-09 19:18:25
w_001838,mem_001838,AT,sdd,search,active,2025-01-26 03:32:16
w_001839,mem_001839,DE,card,referral,active,2025-11-03 12:34:09
w_001840,mem_001840,IT,sdd,organic,active,2025-01-05 17:43:10
w_001841,mem_001841,DE,card,paid_social,active,2025-03-20 15:42:58
w_001842,mem_001842,DE,card,,active,2025-04-16 10:19:01
w_001843,mem_001843,AT,card,organic,active,2025-01-22 17:43:22
w_001844,mem_001844,DE,sdd,,active,2025-09-10 17:57:46
w_001845,mem_001845,AT,card,organic,active,2025-04-14 05:05:37
w_001846,mem_001846,AT,sdd,search,active,2025-12-17 17:48:54
w_001847,mem_001847,IT,sdd,referral,active,2025-07-05 08:35:36
w_001848,mem_001848,DE,sdd,referral,active,2025-03-18 06:49:17
w_001849,mem_001849,DE,card,organic,active,2025-08-21 08:30:07
w_001850,mem_001850,DE,card,search,active,2025-12-11 06:56:30
w_001851,mem_001851,AT,card,organic,active,2025-01-01 04:36:53
w_001852,mem_001852,AT,card,organic,churned,2025-07-07 16:29:34
